transaction_id,amount,user_id,timestamp,merchant_category,merchant_id,card_type,is_fraud
52,310.0,123,2024-01-05 14:00:00,hotel,68,credit,0
53,499.3,162,2024-01-05 16:00:00,online,193,credit,0
54,188.65,52,2024-01-05 18:00:00,restaurant,19,prepaid,0
55,104.49,452,2024-01-05 20:00:00,restaurant,18,debit,0
56,249.85,279,2024-01-05 22:00:00,grocery,181,prepaid,0
57,268.31,271,2024-01-06 00:00:00,grocery,3,prepaid,0
58,172.56,136,2024-01-06 02:00:00,online,30,prepaid,0
59,220.58,310,2024-01-06 04:00:00,entertainment,54,credit,0
60,150.13,259,2024-01-06 06:00:00,grocery,126,credit,0
61,263.92,142,2024-01-06 08:00:00,retail,12,debit,0
62,648.73,135,2024-01-06 10:00:00,travel,42,prepaid,0
63,1053.82,58,2024-01-06 12:00:00,gas,20,prepaid,1
64,374.91,221,2024-01-06 14:00:00,retail,33,debit,0
65,183.39,498,2024-01-06 16:00:00,entertainment,11,credit,0
66,748.03,182,2024-01-06 18:00:00,hotel,200,prepaid,0
67,1604.85,122,2024-01-06 20:00:00,gas,42,debit,1
68,149.22,477,2024-01-06 22:00:00,restaurant,106,debit,0
69,934.76,196,2024-01-07 00:00:00,travel,10,credit,0
70,789.69,180,2024-01-07 02:00:00,restaurant,79,credit,1
71,143.92,443,2024-01-07 04:00:00,grocery,18,debit,0
72,244.08,432,2024-01-07 06:00:00,entertainment,138,credit,0
73,152.99,92,2024-01-07 08:00:00,grocery,149,credit,0
74,180.95,374,2024-01-07 10:00:00,hotel,81,prepaid,0
75,1154.09,461,2024-01-07 12:00:00,restaurant,148,debit,1
76,191.31,413,2024-01-07 14:00:00,restaurant,138,debit,0
77,193.95,472,2024-01-07 16:00:00,entertainment,85,prepaid,0
78,144.62,154,2024-01-07 18:00:00,grocery,130,prepaid,0
79,95.23,152,2024-01-07 20:00:00,gas,142,credit,0
80,52.49,347,2024-01-07 22:00:00,gas,192,prepaid,0
81,244.3,427,2024-01-08 00:00:00,grocery,1,debit,0
82,185.13,311,2024-01-08 02:00:00,entertainment,168,debit,0
83,61.24,262,2024-01-08 04:00:00,gas,122,prepaid,0
84,200.23,325,2024-01-08 06:00:00,entertainment,159,credit,0
85,37.86,345,2024-01-08 08:00:00,restaurant,80,credit,0
86,333.39,244,2024-01-08 10:00:00,online,157,debit,0
87,203.3,100,2024-01-08 12:00:00,hotel,184,debit,0
88,411.85,353,2024-01-08 14:00:00,online,2,debit,0
89,933.98,357,2024-01-08 16:00:00,travel,133,credit,0
90,99.03,63,2024-01-08 18:00:00,gas,117,debit,0
91,913.62,305,2024-01-08 20:00:00,travel,82,prepaid,0
92,579.74,219,2024-01-08 22:00:00,travel,141,credit,0
93,162.2,133,2024-01-09 00:00:00,restaurant,193,prepaid,0
94,151.3,249,2024-01-09 02:00:00,restaurant,161,debit,0
95,66.12,121,2024-01-09 04:00:00,entertainment,70,debit,0
96,249.77,78,2024-01-09 06:00:00,hotel,60,prepaid,0
97,62.45,213,2024-01-09 08:00:00,entertainment,105,prepaid,0
98,113.67,427,2024-01-09 10:00:00,hotel,108,prepaid,0
99,1027.64,451,2024-01-09 12:00:00,hotel,196,debit,1
100,104.09,437,2024-01-09 14:00:00,restaurant,108,debit,0
101,130.86,15,2024-01-09 16:00:00,entertainment,100,prepaid,0
102,92.55,85,2024-01-09 18:00:00,gas,120,prepaid,0
103,75.89,304,2024-01-09 20:00:00,retail,145,credit,0
104,104.37,237,2024-01-09 22:00:00,retail,47,debit,0
105,682.35,168,2024-01-10 00:00:00,hotel,87,debit,0
106,241.67,130,2024-01-10 02:00:00,travel,21,credit,0
107,192.74,488,2024-01-10 04:00:00,restaurant,90,prepaid,0
108,32.64,21,2024-01-10 06:00:00,retail,194,credit,0
109,65.12,79,2024-01-10 08:00:00,gas,62,debit,0
110,197.88,112,2024-01-10 10:00:00,grocery,120,debit,0
111,98.64,383,2024-01-10 12:00:00,online,184,credit,0
112,238.83,14,2024-01-10 14:00:00,hotel,80,debit,0
113,81.27,304,2024-01-10 16:00:00,restaurant,177,credit,0
114,206.24,351,2024-01-10 18:00:00,online,154,prepaid,0
115,118.25,220,2024-01-10 20:00:00,entertainment,170,credit,0
116,489.75,435,2024-01-10 22:00:00,travel,108,credit,0
117,61.74,457,2024-01-11 00:00:00,gas,118,debit,0
118,784.82,334,2024-01-11 02:00:00,travel,70,debit,0
119,106.64,138,2024-01-11 04:00:00,restaurant,83,credit,0
120,1776.43,385,2024-01-11 23:00:00,hotel,119,debit,1
121,190.24,182,2024-01-11 08:00:00,entertainment,67,debit,0
122,57.1,142,2024-01-11 10:00:00,retail,143,prepaid,0
123,752.49,369,2024-01-11 12:00:00,travel,105,prepaid,0
124,274.44,331,2024-01-11 14:00:00,travel,183,debit,0
125,92.73,114,2024-01-11 16:00:00,restaurant,104,debit,0
126,160.08,284,2024-01-11 18:00:00,entertainment,136,debit,0
127,384.43,181,2024-01-11 20:00:00,travel,180,debit,0
128,240.18,370,2024-01-11 22:00:00,entertainment,50,credit,0
129,77.0,354,2024-01-12 00:00:00,restaurant,48,credit,0
130,117.02,302,2024-01-12 02:00:00,grocery,195,credit,0
131,72.91,185,2024-01-12 04:00:00,grocery,46,credit,0
132,205.85,24,2024-01-12 06:00:00,grocery,14,prepaid,0
133,261.23,386,2024-01-12 08:00:00,online,126,credit,0
134,88.94,226,2024-01-12 10:00:00,gas,88,credit,0
135,540.61,59,2024-01-12 12:00:00,hotel,17,debit,0
136,26.81,28,2024-01-12 14:00:00,gas,39,prepaid,0
137,532.89,128,2024-01-12 16:00:00,hotel,31,prepaid,0
138,308.15,398,2024-01-12 18:00:00,hotel,134,debit,0
139,198.5,302,2024-01-12 20:00:00,grocery,110,prepaid,0
140,142.27,379,2024-01-12 22:00:00,restaurant,26,prepaid,0
141,20.21,81,2024-01-13 00:00:00,gas,62,prepaid,0
142,932.16,231,2024-01-13 01:00:00,travel,177,debit,1
143,136.26,37,2024-01-13 04:00:00,restaurant,176,debit,0
144,553.34,339,2024-01-13 06:00:00,hotel,51,credit,0
145,83.41,466,2024-01-13 08:00:00,gas,69,credit,0
146,219.06,305,2024-01-13 10:00:00,grocery,192,debit,0
147,153.82,359,2024-01-13 12:00:00,grocery,104,prepaid,0
148,275.26,307,2024-01-13 14:00:00,hotel,11,prepaid,0
149,241.09,47,2024-01-13 16:00:00,retail,59,prepaid,0
150,55.38,391,2024-01-13 18:00:00,gas,194,debit,0
151,778.34,143,2024-01-13 20:00:00,hotel,47,prepaid,0
152,173.22,241,2024-01-13 22:00:00,hotel,90,debit,0
153,563.81,83,2024-01-14 00:00:00,hotel,85,prepaid,0
154,119.65,206,2024-01-14 02:00:00,retail,195,debit,0
155,100.81,60,2024-01-14 04:00:00,hotel,198,prepaid,0
156,614.75,446,2024-01-14 06:00:00,travel,139,debit,0
157,241.29,319,2024-01-14 08:00:00,travel,194,prepaid,0
158,75.86,137,2024-01-14 10:00:00,gas,141,debit,0
159,123.64,63,2024-01-14 12:00:00,restaurant,8,prepaid,0
160,460.82,283,2024-01-14 14:00:00,online,105,credit,0
161,43.35,237,2024-01-14 16:00:00,gas,31,debit,0
162,270.61,362,2024-01-14 18:00:00,hotel,70,debit,0
163,455.77,283,2024-01-14 20:00:00,hotel,38,credit,0
164,434.49,451,2024-01-14 22:00:00,online,35,debit,0
165,117.62,175,2024-01-15 00:00:00,grocery,130,credit,0
166,587.47,301,2024-01-15 02:00:00,travel,149,credit,0
167,708.72,171,2024-01-15 04:00:00,hotel,142,debit,0
168,387.54,358,2024-01-15 06:00:00,hotel,62,credit,0
169,504.98,163,2024-01-15 08:00:00,travel,191,prepaid,0
170,30.1,340,2024-01-15 10:00:00,gas,167,debit,0
171,138.06,495,2024-01-15 12:00:00,entertainment,152,credit,0
172,351.6,270,2024-01-15 14:00:00,retail,117,prepaid,0
173,169.26,497,2024-01-15 16:00:00,online,40,debit,0
174,330.0,320,2024-01-15 18:00:00,hotel,178,prepaid,0
175,721.21,346,2024-01-15 20:00:00,hotel,137,debit,0
176,261.69,250,2024-01-15 22:00:00,retail,139,prepaid,0
177,196.32,472,2024-01-16 00:00:00,restaurant,74,prepaid,0
178,184.76,390,2024-01-16 02:00:00,online,163,debit,0
179,124.97,15,2024-01-16 04:00:00,entertainment,12,credit,0
180,226.04,75,2024-01-16 06:00:00,hotel,63,prepaid,0
181,448.37,90,2024-01-16 08:00:00,hotel,21,prepaid,0
182,108.13,299,2024-01-16 10:00:00,restaurant,37,debit,0
183,326.38,342,2024-01-16 12:00:00,travel,3,debit,0
184,219.48,227,2024-01-16 14:00:00,grocery,89,prepaid,0
185,48.13,234,2024-01-16 16:00:00,restaurant,78,debit,0
186,189.86,196,2024-01-16 18:00:00,entertainment,147,prepaid,0
187,1797.6,12,2024-01-16 20:00:00,hotel,169,debit,1
188,384.09,499,2024-01-16 22:00:00,travel,13,debit,0
189,72.61,411,2024-01-17 00:00:00,restaurant,91,prepaid,0
190,70.2,387,2024-01-17 02:00:00,gas,185,prepaid,0
191,785.89,21,2024-01-17 04:00:00,travel,80,credit,0
192,90.16,47,2024-01-17 06:00:00,entertainment,76,prepaid,0
193,104.51,403,2024-01-17 08:00:00,entertainment,139,prepaid,0
194,470.97,85,2024-01-17 10:00:00,travel,66,debit,0
195,151.53,59,2024-01-17 12:00:00,online,120,credit,0
196,653.48,347,2024-01-17 14:00:00,hotel,186,prepaid,0
197,387.06,8,2024-01-17 16:00:00,online,68,debit,0
198,175.84,135,2024-01-17 18:00:00,hotel,150,prepaid,0
199,235.53,120,2024-01-17 20:00:00,retail,121,prepaid,0
200,170.06,469,2024-01-17 22:00:00,restaurant,157,prepaid,0
201,76.34,466,2024-01-18 00:00:00,grocery,180,prepaid,0
202,101.05,485,2024-01-18 02:00:00,grocery,10,debit,0
203,764.57,276,2024-01-18 04:00:00,hotel,35,debit,0
204,208.17,357,2024-01-18 06:00:00,hotel,139,prepaid,0
205,472.57,213,2024-01-18 08:00:00,online,168,debit,0
206,240.11,144,2024-01-18 10:00:00,entertainment,9,credit,0
207,455.76,438,2024-01-18 12:00:00,online,93,prepaid,0
208,388.08,331,2024-01-18 14:00:00,retail,92,debit,0
209,337.77,486,2024-01-18 16:00:00,online,117,prepaid,0
210,72.22,498,2024-01-18 18:00:00,retail,6,debit,0
211,147.18,290,2024-01-18 20:00:00,online,53,prepaid,0
212,169.2,446,2024-01-18 22:00:00,entertainment,60,credit,0
213,33.96,142,2024-01-19 00:00:00,gas,38,prepaid,0
214,83.07,339,2024-01-19 02:00:00,gas,7,credit,0
215,72.53,302,2024-01-19 04:00:00,retail,83,credit,0
216,251.72,216,2024-01-19 06:00:00,online,135,prepaid,0
217,475.44,186,2024-01-19 08:00:00,online,132,debit,0
218,48.1,23,2024-01-19 10:00:00,grocery,187,debit,0
219,598.68,246,2024-01-19 12:00:00,hotel,103,prepaid,0
220,79.56,228,2024-01-19 14:00:00,online,19,debit,0
221,156.11,141,2024-01-19 16:00:00,entertainment,160,debit,0
222,180.09,233,2024-01-19 18:00:00,hotel,130,credit,0
223,68.84,336,2024-01-19 20:00:00,restaurant,167,debit,0
224,318.78,174,2024-01-19 22:00:00,hotel,117,debit,0
225,218.57,161,2024-01-20 00:00:00,grocery,171,debit,0
226,93.45,243,2024-01-20 02:00:00,online,18,credit,0
227,96.53,379,2024-01-20 04:00:00,gas,96,prepaid,0
228,349.4,288,2024-01-20 06:00:00,online,85,debit,0
229,156.87,385,2024-01-20 08:00:00,retail,109,debit,0
230,68.12,296,2024-01-20 10:00:00,restaurant,130,credit,0
231,164.82,56,2024-01-20 12:00:00,entertainment,90,credit,0
232,336.05,414,2024-01-20 14:00:00,retail,110,prepaid,0
233,44.72,137,2024-01-20 16:00:00,gas,8,debit,0
234,237.37,174,2024-01-20 18:00:00,retail,90,credit,0
235,22.45,206,2024-01-20 20:00:00,gas,18,prepaid,0
236,87.95,383,2024-01-20 22:00:00,restaurant,136,debit,0
237,226.67,190,2024-01-21 00:00:00,entertainment,80,prepaid,0
238,191.17,80,2024-01-21 02:00:00,retail,41,prepaid,0
239,803.95,218,2024-01-21 04:00:00,travel,125,debit,0
240,574.94,59,2024-01-21 06:00:00,hotel,89,credit,0
241,295.96,250,2024-01-21 08:00:00,grocery,135,credit,0
242,160.45,29,2024-01-21 10:00:00,restaurant,2,debit,0
243,169.32,392,2024-01-21 12:00:00,grocery,66,debit,0
244,38.41,221,2024-01-21 14:00:00,gas,45,debit,0
245,198.41,287,2024-01-21 16:00:00,entertainment,172,credit,0
246,660.61,224,2024-01-21 18:00:00,travel,5,credit,0
247,114.6,294,2024-01-21 20:00:00,hotel,104,debit,0
248,270.5,167,2024-01-21 22:00:00,travel,44,prepaid,0
249,119.07,433,2024-01-22 00:00:00,restaurant,28,debit,0
250,83.63,203,2024-01-22 02:00:00,entertainment,80,credit,0
251,457.67,262,2024-01-22 04:00:00,online,163,prepaid,0
252,40.48,179,2024-01-22 06:00:00,gas,90,credit,0
253,96.1,89,2024-01-22 08:00:00,gas,155,prepaid,0
254,559.12,322,2024-01-22 10:00:00,travel,127,prepaid,0
255,137.95,474,2024-01-22 12:00:00,entertainment,145,prepaid,0
256,131.5,241,2024-01-22 14:00:00,grocery,114,debit,0
257,1053.11,38,2024-01-22 03:00:00,travel,80,debit,1
258,767.96,443,2024-01-22 18:00:00,hotel,24,debit,0
259,457.22,379,2024-01-22 20:00:00,travel,11,prepaid,0
260,84.88,244,2024-01-22 22:00:00,gas,129,credit,0
261,67.61,429,2024-01-23 00:00:00,online,88,prepaid,0
262,327.0,363,2024-01-23 02:00:00,travel,113,prepaid,0
263,575.23,191,2024-01-23 04:00:00,hotel,73,debit,0
264,161.59,27,2024-01-23 06:00:00,entertainment,162,credit,0
265,290.75,198,2024-01-23 08:00:00,grocery,73,prepaid,0
266,78.29,309,2024-01-23 10:00:00,entertainment,39,credit,0
267,756.6,180,2024-01-23 12:00:00,hotel,80,credit,0
268,669.23,159,2024-01-23 14:00:00,hotel,144,prepaid,0
269,278.82,344,2024-01-23 16:00:00,online,180,prepaid,0
270,128.85,10,2024-01-23 18:00:00,grocery,93,credit,0
271,56.34,393,2024-01-23 20:00:00,restaurant,125,credit,0
272,312.37,152,2024-01-23 22:00:00,retail,26,prepaid,0
273,681.94,68,2024-01-24 00:00:00,hotel,153,credit,0
274,52.87,395,2024-01-24 02:00:00,gas,160,prepaid,0
275,157.91,347,2024-01-24 04:00:00,restaurant,185,debit,0
276,194.15,402,2024-01-24 06:00:00,restaurant,115,prepaid,0
277,126.97,402,2024-01-24 08:00:00,restaurant,121,debit,0
278,148.85,226,2024-01-24 10:00:00,grocery,119,debit,0
279,58.45,83,2024-01-24 12:00:00,gas,52,debit,0
280,433.02,191,2024-01-24 14:00:00,online,142,prepaid,0
281,61.07,146,2024-01-24 16:00:00,gas,22,debit,0
282,448.08,426,2024-01-24 18:00:00,online,112,credit,0
283,361.77,477,2024-01-24 20:00:00,hotel,7,credit,0
284,1896.24,198,2024-01-24 22:00:00,entertainment,21,credit,1
285,1876.09,333,2024-01-25 00:00:00,gas,86,credit,1
286,924.69,426,2024-01-25 02:00:00,travel,36,debit,0
287,153.63,10,2024-01-25 04:00:00,restaurant,66,credit,0
288,104.83,271,2024-01-25 06:00:00,online,109,debit,0
289,924.12,123,2024-01-25 08:00:00,travel,108,credit,0
290,115.73,306,2024-01-25 10:00:00,retail,138,prepaid,0
291,268.39,74,2024-01-25 12:00:00,hotel,75,credit,0
292,80.46,214,2024-01-25 14:00:00,online,48,prepaid,0
293,41.33,270,2024-01-25 16:00:00,retail,140,debit,0
294,1682.78,199,2024-01-25 18:00:00,grocery,96,prepaid,1
295,199.63,376,2024-01-25 20:00:00,online,169,prepaid,0
296,205.83,23,2024-01-25 22:00:00,entertainment,91,prepaid,0
297,307.88,238,2024-01-26 00:00:00,travel,179,prepaid,0
298,235.05,367,2024-01-26 02:00:00,travel,199,credit,0
299,247.82,103,2024-01-26 04:00:00,entertainment,11,debit,0
300,89.69,279,2024-01-26 06:00:00,grocery,122,credit,0
301,71.68,183,2024-01-26 08:00:00,retail,200,prepaid,0
302,769.54,189,2024-01-26 10:00:00,hotel,112,prepaid,0
303,939.45,174,2024-01-26 12:00:00,travel,48,prepaid,0
304,243.77,266,2024-01-26 14:00:00,online,69,prepaid,0
305,125.26,422,2024-01-26 16:00:00,grocery,47,debit,0
306,333.32,152,2024-01-26 18:00:00,travel,79,prepaid,0
307,929.29,228,2024-01-26 20:00:00,travel,90,credit,0
308,286.46,315,2024-01-26 22:00:00,grocery,112,prepaid,0
309,624.93,39,2024-01-27 00:00:00,hotel,172,debit,0
310,55.05,82,2024-01-27 02:00:00,gas,8,prepaid,0
311,95.09,65,2024-01-27 04:00:00,restaurant,18,prepaid,0
312,49.68,291,2024-01-27 06:00:00,gas,9,prepaid,0
313,215.13,228,2024-01-27 08:00:00,online,196,prepaid,0
314,46.74,161,2024-01-27 10:00:00,grocery,167,credit,0
315,642.48,96,2024-01-27 12:00:00,hotel,128,prepaid,0
316,185.8,361,2024-01-27 14:00:00,restaurant,115,prepaid,0
317,253.42,252,2024-01-27 16:00:00,online,52,credit,0
318,974.05,461,2024-01-27 18:00:00,travel,183,credit,0
319,158.43,164,2024-01-27 20:00:00,entertainment,171,prepaid,0
320,76.02,457,2024-01-27 22:00:00,gas,77,prepaid,0
321,164.65,90,2024-01-28 00:00:00,restaurant,93,credit,0
322,163.34,122,2024-01-28 02:00:00,retail,127,debit,0
323,25.26,412,2024-01-28 04:00:00,gas,142,prepaid,0
324,527.55,204,2024-01-28 06:00:00,travel,184,prepaid,0
325,56.0,295,2024-01-28 08:00:00,gas,19,debit,0
326,206.05,349,2024-01-28 10:00:00,entertainment,133,credit,0
327,92.86,328,2024-01-28 12:00:00,gas,151,credit,0
328,45.81,29,2024-01-28 14:00:00,gas,32,debit,0
329,219.19,364,2024-01-28 16:00:00,entertainment,58,prepaid,0
330,199.75,129,2024-01-28 18:00:00,grocery,51,credit,0
331,32.34,48,2024-01-28 20:00:00,gas,129,prepaid,0
332,1795.67,338,2024-01-28 03:00:00,entertainment,160,prepaid,1
333,188.76,395,2024-01-29 00:00:00,grocery,148,prepaid,0
334,229.59,317,2024-01-29 02:00:00,retail,164,debit,0
335,747.99,329,2024-01-29 04:00:00,travel,78,credit,0
336,247.82,153,2024-01-29 06:00:00,online,117,prepaid,0
337,83.14,248,2024-01-29 08:00:00,restaurant,119,debit,0
338,124.11,368,2024-01-29 10:00:00,entertainment,82,debit,0
339,103.49,288,2024-01-29 12:00:00,entertainment,28,credit,0
340,222.87,127,2024-01-29 14:00:00,online,37,credit,0
341,188.74,316,2024-01-29 16:00:00,restaurant,108,credit,0
342,117.5,370,2024-01-29 18:00:00,restaurant,81,credit,0
343,514.59,256,2024-01-29 20:00:00,travel,79,credit,0
344,38.59,235,2024-01-29 22:00:00,restaurant,62,prepaid,0
345,877.74,254,2024-01-30 00:00:00,travel,153,debit,0
346,144.85,221,2024-01-30 02:00:00,grocery,35,prepaid,0
347,160.95,24,2024-01-30 04:00:00,retail,103,prepaid,0
348,484.9,148,2024-01-30 06:00:00,hotel,19,prepaid,0
349,227.26,423,2024-01-30 08:00:00,online,160,credit,0
350,151.82,407,2024-01-30 10:00:00,entertainment,87,credit,0
351,149.89,257,2024-01-30 12:00:00,retail,11,credit,0
352,612.4,243,2024-01-30 14:00:00,travel,133,credit,0
353,173.3,168,2024-01-30 16:00:00,entertainment,157,credit,0
354,156.47,432,2024-01-30 18:00:00,entertainment,77,prepaid,0
355,135.77,363,2024-01-30 20:00:00,grocery,145,debit,0
356,729.14,345,2024-01-30 22:00:00,hotel,29,prepaid,0
357,387.65,447,2024-01-31 00:00:00,retail,177,prepaid,0
358,111.68,401,2024-01-31 02:00:00,restaurant,199,prepaid,0
359,269.54,269,2024-01-31 04:00:00,hotel,162,credit,0
360,2254.77,294,2024-01-31 03:00:00,online,180,credit,1
361,764.62,105,2024-01-31 08:00:00,travel,106,prepaid,0
362,125.36,266,2024-01-31 10:00:00,entertainment,54,prepaid,0
363,483.43,490,2024-01-31 12:00:00,travel,45,prepaid,0
364,288.91,396,2024-01-31 14:00:00,grocery,185,prepaid,0
365,295.39,143,2024-01-31 16:00:00,grocery,143,credit,0
366,83.9,395,2024-01-31 18:00:00,restaurant,74,prepaid,0
367,215.92,179,2024-01-31 20:00:00,grocery,144,debit,0
368,107.53,195,2024-01-31 22:00:00,entertainment,102,credit,0
369,199.47,366,2024-02-01 00:00:00,entertainment,21,debit,0
370,75.69,110,2024-02-01 02:00:00,grocery,52,prepaid,0
371,183.88,316,2024-02-01 04:00:00,restaurant,190,credit,0
372,86.15,116,2024-02-01 06:00:00,restaurant,164,credit,0
373,98.23,242,2024-02-01 08:00:00,gas,26,credit,0
374,804.73,81,2024-02-01 10:00:00,travel,105,debit,0
375,239.87,148,2024-02-01 12:00:00,grocery,83,prepaid,0
376,174.56,334,2024-02-01 14:00:00,restaurant,147,prepaid,0
377,125.44,20,2024-02-01 16:00:00,hotel,45,credit,0
378,969.71,429,2024-02-01 18:00:00,travel,102,credit,0
379,251.04,475,2024-02-01 20:00:00,retail,75,credit,0
380,181.26,476,2024-02-01 22:00:00,grocery,86,debit,0
381,290.12,253,2024-02-02 00:00:00,travel,35,debit,0
382,348.96,84,2024-02-02 02:00:00,travel,188,prepaid,0
383,90.22,378,2024-02-02 04:00:00,grocery,87,prepaid,0
384,160.72,313,2024-02-02 06:00:00,hotel,164,debit,0
385,94.87,343,2024-02-02 08:00:00,gas,25,credit,0
386,286.9,4,2024-02-02 10:00:00,hotel,67,credit,0
387,284.79,169,2024-02-02 12:00:00,retail,78,debit,0
388,232.44,32,2024-02-02 14:00:00,online,171,debit,0
389,278.19,258,2024-02-02 16:00:00,grocery,181,prepaid,0
390,111.29,152,2024-02-02 18:00:00,restaurant,95,credit,0
391,232.56,233,2024-02-02 20:00:00,entertainment,192,debit,0
392,131.29,388,2024-02-02 22:00:00,restaurant,138,credit,0
393,262.48,404,2024-02-03 00:00:00,travel,21,prepaid,0
394,100.81,289,2024-02-03 02:00:00,retail,29,prepaid,0
395,55.35,275,2024-02-03 04:00:00,gas,39,debit,0
396,556.39,349,2024-02-03 06:00:00,travel,53,credit,0
397,65.11,29,2024-02-03 08:00:00,gas,117,prepaid,0
398,881.69,287,2024-02-03 23:00:00,grocery,119,prepaid,1
399,48.91,297,2024-02-03 12:00:00,retail,19,debit,0
400,343.99,31,2024-02-03 14:00:00,travel,18,credit,0
401,367.74,70,2024-02-03 16:00:00,hotel,197,debit,0
402,563.25,446,2024-02-03 18:00:00,hotel,97,credit,0
403,157.45,277,2024-02-03 20:00:00,entertainment,35,credit,0
404,196.34,271,2024-02-03 22:00:00,restaurant,33,credit,0
405,260.76,238,2024-02-04 00:00:00,hotel,173,prepaid,0
406,90.02,236,2024-02-04 02:00:00,gas,89,debit,0
407,312.27,392,2024-02-04 04:00:00,retail,29,prepaid,0
408,130.97,453,2024-02-04 06:00:00,restaurant,5,credit,0
409,175.85,229,2024-02-04 08:00:00,retail,154,credit,0
410,198.89,120,2024-02-04 10:00:00,restaurant,139,credit,0
411,184.51,120,2024-02-04 12:00:00,entertainment,188,prepaid,0
412,175.53,165,2024-02-04 14:00:00,grocery,61,credit,0
413,193.83,212,2024-02-04 16:00:00,grocery,77,credit,0
414,780.6,377,2024-02-04 18:00:00,hotel,45,prepaid,0
415,391.43,483,2024-02-04 20:00:00,hotel,165,prepaid,0
416,431.46,77,2024-02-04 22:00:00,hotel,77,credit,0
417,160.39,435,2024-02-05 00:00:00,grocery,58,prepaid,0
418,193.86,30,2024-02-05 02:00:00,hotel,144,debit,0
419,186.78,125,2024-02-05 04:00:00,restaurant,66,debit,0
420,135.72,434,2024-02-05 06:00:00,online,95,prepaid,0
421,310.64,138,2024-02-05 08:00:00,retail,97,credit,0
422,184.2,371,2024-02-05 10:00:00,restaurant,172,debit,0
423,49.94,156,2024-02-05 12:00:00,restaurant,4,credit,0
424,64.77,387,2024-02-05 14:00:00,restaurant,123,prepaid,0
425,156.73,469,2024-02-05 16:00:00,entertainment,62,debit,0
426,169.29,184,2024-02-05 18:00:00,grocery,79,debit,0
427,496.56,51,2024-02-05 20:00:00,travel,185,debit,0
428,74.33,212,2024-02-05 22:00:00,restaurant,12,prepaid,0
